_id,sentiment,political,text
5dcaf688c14b24d0701c0411,,,"RT @j_gelling: Donald Trump merely calls Greta Thunberg ""a happy young girl with a bright future"" and the leftists go crazy - because theyâ€¦"
5dcaf688c14b24d0701c0412,,,@redsteeze Imagine being mad about the media hypothetically bullying an imaginary teenager when the media is busy bâ€¦ https://t.co/tJwSS8ykK5
5dcaf688c14b24d0701c0413,,,"RT @nytimes: Greta Thunberg speaks at the UN climate summit: ""You all come to us young people for hope? How dare you!""
Read more: https://tâ€¦"
5dcaf688c14b24d0701c0414,,,"RT @business: Greta Thunberg is right, world leaders say: We are failing https://t.co/MCyjtKEaac https://t.co/EanCBNfr4i"
5dcaf688c14b24d0701c0415,,,"RT @alcadevinc: Greta Thunberg is being praised for fighting for the environment. 

Meanwhile, when Lumad youth speaks up, they are being pâ€¦"
5dcaf688c14b24d0701c0416,,,"RT @guardian: 'How dare you â€“ you have stolen my dreams and my childhood' 

Watch Greta Thunberg's powerful speech to world leaders at theâ€¦"
5dcaf688c14b24d0701c0417,,,RT @Liz_Wheeler: Trump ignores Greta Thunberg. ðŸ¤£ðŸ‡ºðŸ‡¸ https://t.co/phY7lKfbHj
5dcaf688c14b24d0701c0418,,,RT @stclairashley: Good morning to everybody except China for being the biggest polluter in the world yet somehow escaping the wrath of Greâ€¦
5dcaf688c14b24d0701c0419,,,"RT @DogsHateBoots: THIS. ALL. OF. THIS.
#greta #ClimateWeek2019 https://t.co/AHRSm0dK4I"
5dcaf688c14b24d0701c041a,,,"RT @Goss30Goss: Science is fact.

Bullying a child for caring about the environment is pathetic. 

Greta Thunberg has more compassion &amp; lovâ€¦"
5dcaf688c14b24d0701c041b,,,"RT @dcbigjohn: Greta Thunberg's age is really not the point. People are mocking a thoughtful, sincere person who's entire point is saving eâ€¦"
5dcaf689c14b24d0701c041c,,,"RT @MetcalfeMegan: Sorry, unpopular opinion again, but this whole Greta Thunberg thing is a crock too. It's disgusting to use children to fâ€¦"
5dcaf689c14b24d0701c041d,,,"RT @JenAshleyWright: Well, Greta Thunberg is officially â€œsheâ€™d look prettier if she smiled moreâ€ years old. https://t.co/QSxcPgExCO"
5dcaf689c14b24d0701c041e,,,"RT @WordswithSteph: Old numbskulls taking potshots at a brilliant girl trying to save the world. Bullying, scientifically stupid Republicanâ€¦"
5dcaf689c14b24d0701c041f,,,RT @TechnicallyRon: A pretty good way of cleaning up your twitter feed right now is seeing which people you follow are angry about Greta Thâ€¦
5dcaf689c14b24d0701c0420,,,RT @daviddoel: To give you a window into how backwards the @TeamYouTube copyright system is: I just uploaded a video on Greta Thunberg's UNâ€¦
5dcaf689c14b24d0701c0421,,,"RT @wulffisthename: Hey. If youâ€™re trashing Greta Thunberg, unfollow me and let me know you did so. I want nothing to do with you. Thanks."
5dcaf689c14b24d0701c0422,,,"RT @SikhFeminist: The ableist right wing attacks on Greta Thunberg are some of the most vile forms of hatred I have ever seen. Shame, shameâ€¦"
5dcaf689c14b24d0701c0423,,,RT @OhNoSheTwitnt: Trump mocked Greta Thunberg for trying to combat climate change making it the first time he ever went after a teenage giâ€¦
5dcaf689c14b24d0701c0424,,,"RT @katrussen: Greta Thunberg is 15, she has asperger's, is speaking in her second language, in front of the United Nations on a topic sheâ€¦"
5dcaf689c14b24d0701c0425,,,"RT @RutiRegan: Can people please remember that 
Greta Thunberg is a teenager who is asking us to listen to scientists and not make it aboutâ€¦"
5dcaf689c14b24d0701c0426,,,RT @ConservativeTht: Today many news outlets broadcast 16-year-old Greta Thunbergâ€™s emotional statement at the UNâ€™s Climate Summit. While Iâ€¦
5dcaf689c14b24d0701c0427,,,"RT @ohboywhatashot: Why is this part of #GretaThunberg speech not being broadcast by mainstream media?

#ClimateStrike 

https://t.co/4plySâ€¦"
5dcaf689c14b24d0701c0428,,,"RT @washingtonpost: A Fox News guest called Greta Thunberg ""mentally ill."" The network apologized for the ""disgraceful"" comment. https://t.â€¦"
